w1,w2,F1,F2,F1+F2
0.0,1.0,1.378076443142361,7.808420138888889,9.18649658203125
0.02,0.98,1.378076443142361,7.808420138888889,9.18649658203125
0.04,0.96,1.3927728949652778,7.789867621527778,9.182640516493056
0.06,0.94,1.3927728949652778,7.789867621527778,9.182640516493056
0.08,0.92,1.3927728949652778,7.789867621527778,9.182640516493056
0.1,0.9,1.3927728949652778,7.789867621527778,9.182640516493056
0.12,0.88,1.3927728949652778,7.789867621527778,9.182640516493056
0.14,0.86,1.3927728949652778,7.789867621527778,9.182640516493056
0.16,0.84,1.3927728949652778,7.789867621527778,9.182640516493056
0.18,0.82,1.4001996527777778,8.135467664930555,9.535667317708333
0.2,0.8,1.4001996527777778,8.106717664930555,9.506917317708332
0.22,0.78,1.4001996527777778,8.106717664930555,9.506917317708332
0.24,0.76,1.2379134114583332,6.9273470052083335,8.165260416666667
0.26,0.74,1.8250264485677083,10.771950954861111,12.59697740342882
0.28,0.72,1.8799724663628472,11.743434244791667,13.623406711154514
0.3,0.7,1.8799724663628472,11.743434244791667,13.623406711154514
0.32,0.68,1.8799724663628472,11.743434244791667,13.623406711154514
0.34,0.66,1.8799724663628472,11.743434244791667,13.623406711154514
0.36,0.64,1.8799724663628472,11.743434244791667,13.623406711154514
0.38,0.62,1.8799724663628472,11.743434244791667,13.623406711154514
0.4,0.6,1.8799724663628472,11.743434244791667,13.623406711154514
0.42,0.58,1.8799724663628472,11.743434244791667,13.623406711154514
0.44,0.56,1.4012312825520834,7.813460286458334,9.214691569010418
0.46,0.54,1.4012312825520834,7.813460286458334,9.214691569010418
0.48,0.52,1.4012312825520834,7.813460286458334,9.214691569010418
0.5,0.5,1.5615314398871527,9.209607204861111,10.771138644748264
0.52,0.48,1.1970098198784722,7.524844835069445,8.721854654947917
0.54,0.46,1.1970098198784722,7.524844835069445,8.721854654947917
0.56,0.44,1.1970098198784722,7.524844835069445,8.721854654947917
0.58,0.42,1.1970098198784722,7.524844835069445,8.721854654947917
0.6,0.4,1.506675075954861,8.230462239583334,9.737137315538195
0.62,0.38,1.8259955512152777,9.567010633680555,11.393006184895832
0.64,0.36,1.8259955512152777,9.567010633680555,11.393006184895832
0.66,0.34,1.68405029296875,8.864681532118055,10.548731825086806
0.68,0.32,1.68405029296875,8.864681532118055,10.548731825086806
0.7,0.3,1.7072142198350695,9.130796440972222,10.838010660807292
0.72,0.28,1.7072142198350695,9.130796440972222,10.838010660807292
0.74,0.26,1.7072142198350695,9.130796440972222,10.838010660807292
0.76,0.24,1.7072142198350695,9.130796440972222,10.838010660807292
0.78,0.22,1.7072142198350695,9.130796440972222,10.838010660807292
0.8,0.2,2.5913810221354168,13.938990885416667,16.530371907552084
0.82,0.18,2.5913810221354168,13.938990885416667,16.530371907552084
0.84,0.16,2.5913810221354168,13.938990885416667,16.530371907552084
0.86,0.14,1.1308530002170138,7.214999457465278,8.345852457682291
0.88,0.12,1.1308530002170138,7.214999457465278,8.345852457682291
0.9,0.1,1.754638400607639,9.077699110243056,10.832337510850696
0.92,0.08,1.754638400607639,9.077699110243056,10.832337510850696
0.94,0.06,1.9769596354166667,9.755103081597222,11.73206271701389
0.96,0.04,1.9769596354166667,9.755103081597222,11.73206271701389
0.98,0.02,1.9769596354166667,9.755103081597222,11.73206271701389
1.0,0.0,1.707112765842014,9.398608940972222,11.105721706814236
