w1,w2,F1,F2,F1+F2
0.0,1.0,1.228953857421875,7.396318901909722,8.625272759331597
0.02,0.98,1.228953857421875,7.396318901909722,8.625272759331597
0.04,0.96,1.228953857421875,7.396318901909722,8.625272759331597
0.06,0.94,1.228953857421875,7.396318901909722,8.625272759331597
0.08,0.92,1.228953857421875,7.396318901909722,8.625272759331597
0.1,0.9,1.228953857421875,7.396318901909722,8.625272759331597
0.12,0.88,1.228953857421875,7.396318901909722,8.625272759331597
0.14,0.86,1.228953857421875,7.396319444444444,8.625273301866319
0.16,0.84,1.228953857421875,7.396319444444444,8.625273301866319
0.18,0.82,1.228953857421875,7.396319444444444,8.625273301866319
0.2,0.8,1.228953857421875,7.447723524305555,8.67667738172743
0.22,0.78,1.228953857421875,7.396319444444444,8.625273301866319
0.24,0.76,1.228953857421875,7.336584743923611,8.565538601345486
0.26,0.74,1.0856776258680556,6.691611328125,7.777288953993056
0.28,0.72,1.0856776258680556,6.675988498263889,7.761666124131945
0.3,0.7,1.0856776258680556,6.713087022569445,7.7987646484375
0.32,0.68,1.0856776258680556,6.713087022569445,7.7987646484375
0.34,0.66,1.0856776258680556,6.713087022569445,7.7987646484375
0.36,0.64,1.0856776258680556,6.713087022569445,7.7987646484375
0.38,0.62,1.0856776258680556,6.713087022569445,7.7987646484375
0.4,0.6,1.0856776258680556,6.713087022569445,7.7987646484375
0.42,0.58,1.0856776258680556,6.713087022569445,7.7987646484375
0.44,0.56,1.0856776258680556,6.713087022569445,7.7987646484375
0.46,0.54,1.0856776258680556,6.713087022569445,7.7987646484375
0.48,0.52,1.0856776258680556,6.713087022569445,7.7987646484375
0.5,0.5,1.0856776258680556,6.713087022569445,7.7987646484375
0.52,0.48,1.0856776258680556,6.713087022569445,7.7987646484375
0.54,0.46,1.0856776258680556,6.713087022569445,7.7987646484375
0.56,0.44,1.0856776258680556,6.713087022569445,7.7987646484375
0.58,0.42,1.0856776258680556,6.713087022569445,7.7987646484375
0.6,0.4,1.0856776258680556,6.713087022569445,7.7987646484375
0.62,0.38,1.0856776258680556,6.713087022569445,7.7987646484375
0.64,0.36,1.0856776258680556,6.713087022569445,7.7987646484375
0.66,0.34,1.0856776258680556,6.713087022569445,7.7987646484375
0.68,0.32,1.0856776258680556,6.715784505208333,7.801462131076389
0.7,0.3,1.8232722981770833,9.101185438368056,10.92445773654514
0.72,0.28,1.8232722981770833,9.101185438368056,10.92445773654514
0.74,0.26,1.2408478461371528,7.159652777777778,8.40050062391493
0.76,0.24,1.2408478461371528,7.159652777777778,8.40050062391493
0.78,0.22,1.2408478461371528,7.159652777777778,8.40050062391493
0.8,0.2,1.1033327229817709,6.971242947048611,8.074575670030383
0.82,0.18,1.1033327229817709,6.971242947048611,8.074575670030383
0.84,0.16,1.1033327229817709,6.971242947048611,8.074575670030383
0.86,0.14,1.1033327229817709,6.971242947048611,8.074575670030383
0.88,0.12,1.1033327229817709,6.971242947048611,8.074575670030383
0.9,0.1,1.1033327229817709,6.971242947048611,8.074575670030383
0.92,0.08,1.1033327229817709,6.971242947048611,8.074575670030383
0.94,0.06,1.1033327229817709,6.971242947048611,8.074575670030383
0.96,0.04,1.1033327229817709,6.971242947048611,8.074575670030383
0.98,0.02,1.1033327229817709,6.971242947048611,8.074575670030383
1.0,0.0,1.7071953667534723,8.977054578993055,10.684249945746528
